model,cluster,quality,safety,det_score,decode_tps,wall_s,membw_peak_mb_s,quality_sd,trunc_rate,dnf_rate,size_gb,params_b
qwen2.5:3b,0,2.8263157894736843,3.1333333333333333,0.8065157894736842,7.509368421052631,41.79305263157895,14488.090526315791,1.038535233456727,0.12631578947368421,0.0,2.26,3.085938688
qwen2.5:3b-instruct-q4_K_M,0,2.763157894736842,3.066666666666667,0.8065157894736842,9.507684210526316,32.746526315789474,18567.925263157893,1.0206435841506387,0.12631578947368421,0.0,2.26,3.085938688
qwen2.5:3b-instruct-q8_0,0,2.831578947368421,3.183333333333333,0.8224631578947369,6.349684210526316,51.89494736842106,20963.8,1.0609372770974967,0.15789473684210525,0.0,3.62,3.085938688
qwen2.5:7b,0,3.3210526315789473,3.6,0.8837052631578948,3.756483516483516,64.74715789473684,16166.835789473684,1.028621752621636,0.0,0.042105263157894736,5.22,7.615616512
qwen2:0.5b-instruct-q8_0,1,1.3578947368421053,1.4333333333333333,0.6621263157894737,32.56305263157895,6.410315789473684,,0.6344001937445071,0.06315789473684211,0.0,0.67,0.494032768
qwen2:1.5b,1,1.7473684210526317,2.05,0.6645894736842105,18.550736842105263,9.717789473684212,17044.66947368421,0.7714096112661959,0.010526315789473684,0.0,1.2,1.543714304
qwen2:1.5b-instruct-q8_0,1,1.9421052631578948,2.4,0.6707263157894737,11.58421052631579,14.23536842105263,18622.141052631578,0.913443210845693,0.0,0.0,1.91,1.543714304
qwen3:0.6b,1,1.831578947368421,1.7,0.6947684210526316,26.80821052631579,6.830210526315789,12090.664210526316,0.780788357448124,0.010526315789473684,0.0,1.09,0.751632384
qwen3:0.6b-fp16,1,2.0,2.033333333333333,0.685442105263158,14.975263157894737,10.747052631578947,,0.8598614435638218,0.010526315789473684,0.0,2.07,0.751632384
qwen3:0.6b-q8_0,1,2.0894736842105264,2.05,0.6887894736842105,26.12252631578947,6.147368421052631,17250.545263157896,0.9310796391893007,0.010526315789473684,0.0,1.4,0.751632384
qwen3:1.7b,0,3.0736842105263156,3.2,0.8121157894736841,12.034631578947367,15.495157894736842,14286.412631578947,1.1084021973683644,0.021052631578947368,0.0,1.97,2.031739904
qwen3:1.7b-fp16,0,3.1315789473684212,3.1666666666666665,0.8347473684210527,7.048315789473684,26.084526315789475,,1.000559753752202,0.0,0.0,4.68,2.031739904
qwen3:1.7b-q8_0,0,3.1052631578947367,3.183333333333333,0.8619368421052631,10.53242105263158,17.722631578947368,19704.563157894736,1.0439662932779776,0.0,0.0,2.83,2.031739904
qwen3:4b,0,2.6157894736842104,3.183333333333333,0.7966842105263158,5.649789473684211,94.42768421052631,15021.813684210527,0.9905205798149548,1.0,0.0,3.32,4.022468096
qwen3:4b-instruct-2507-q4_K_M,0,3.431578947368421,3.5833333333333335,0.9131578947368421,5.883684210526316,43.467052631578944,14894.856842105262,1.0016224240716338,0.010526315789473684,0.0,3.32,4.022468096
qwen3:4b-instruct-2507-q8_0,0,3.5631578947368423,3.7666666666666666,0.94,3.971894736842105,61.34526315789474,16841.376842105263,1.011219258962985,0.0,0.0,5.1,4.022468096
qwen3:4b-q8_0,0,3.5473684210526315,3.7,0.874578947368421,4.872105263157895,42.94957894736842,21484.083157894736,0.8993901131255033,0.0,0.0,5.19,4.022468096
smollm2:1.7b,1,2.0105263157894737,2.55,0.6791684210526315,8.517684210526316,25.124210526315792,15448.206315789475,0.9757129073101376,0.042105263157894736,0.0,2.82,1.711376384
smollm2:1.7b-instruct-q8_0,1,1.9947368421052631,2.5166666666666666,0.6791684210526315,10.575473684210525,20.000947368421052,19248.96105263158,0.9495092148895312,0.042105263157894736,0.0,2.82,1.711376384
smollm2:135m,1,1.1736842105263159,1.2833333333333334,0.4996842105263158,60.28421052631579,3.6590526315789473,14440.166315789475,0.46567510505871434,0.08421052631578947,0.0,0.41,0.134515008
smollm2:135m-instruct-q8_0,1,1.1421052631578947,1.2166666666666666,0.45480000000000004,93.6498947368421,2.5477894736842104,9961.936842105262,0.3472012560548235,0.11578947368421053,0.0,0.29,0.134515008
smollm2:360m,1,1.3894736842105264,1.6,0.5681263157894737,19.38326315789474,10.837894736842104,13858.967368421052,0.6571171216260877,0.05263157894736842,0.0,0.96,0.36182112
smollm2:360m-instruct-q8_0,1,1.268421052631579,1.45,0.5389473684210526,40.75915789473684,4.887052631578947,14739.806315789474,0.5448527339380167,0.08421052631578947,0.0,0.62,0.36182112
smollm:1.7b,1,1.3157894736842106,1.4833333333333334,0.5882842105263157,16.63063157894737,22.196210526315788,17444.352631578946,0.5698666864395127,0.30526315789473685,0.0,1.27,1.711376384
smollm:360m,1,1.0842105263157895,1.15,0.4852842105263158,54.282631578947374,8.387789473684212,13622.206315789475,0.26948168906083714,0.42105263157894735,0.0,0.3,0.36182112
stablelm2:1.6b,1,1.563157894736842,1.8333333333333333,0.720221052631579,14.395157894736842,23.39378947368421,13350.332631578949,0.657372693213488,0.08421052631578947,0.0,1.46,1.644515328
stablelm2:1.6b-chat,1,1.4894736842105263,1.7166666666666666,0.720221052631579,18.359789473684213,18.164947368421053,16915.775789473682,0.6272998000906178,0.08421052631578947,0.0,1.46,1.644515328
stablelm2:1.6b-zephyr,1,1.3526315789473684,1.1166666666666667,0.6689894736842106,20.670736842105264,13.158947368421051,,0.6225961611214968,0.031578947368421054,0.0,1.46,1.644515328
tinyllama:1.1b,1,1.3421052631578947,1.3333333333333333,0.667778947368421,27.89063157894737,10.426,16903.49894736842,0.6156779600602245,0.10526315789473684,0.0,0.71,1.100048384
tinyllama:1.1b-chat-v1-q8_0,1,1.4263157894736842,1.6166666666666667,0.7321473684210527,16.810105263157894,19.228315789473683,18477.754736842104,0.6801455611282838,0.14736842105263157,0.0,1.24,1.100048384
