model,bracket,scenario,rep,det_score,decode_tok_s,wall_s,dnf,finish_reason
gemma3:4b-it-qat,3-4B,foresee-17-cert-expiry,4,0.8,5.07,26.57,False,stop
gemma3:4b-it-qat,3-4B,upgrade-18-helm-closedbook,0,0.75,5.03,59.62,False,stop
gemma3:4b-it-qat,3-4B,upgrade-18-helm-closedbook,1,0.75,5.04,55.61,False,stop
gemma3:4b-it-qat,3-4B,upgrade-18-helm-closedbook,2,0.75,5.05,51.95,False,stop
gemma3:4b-it-qat,3-4B,upgrade-18-helm-closedbook,3,0.75,5.08,50.47,False,stop
gemma3:4b-it-qat,3-4B,upgrade-18-helm-closedbook,4,0.75,5.04,54.83,False,stop
gemma3:4b-it-qat,3-4B,expand-19-add-app-closedbook,0,0.2,5.05,31.1,False,stop
gemma3:4b-it-qat,3-4B,expand-19-add-app-closedbook,1,0.4,5.14,22.14,False,stop
gemma3:4b-it-qat,3-4B,expand-19-add-app-closedbook,2,0.4,5.13,26.27,False,stop
gemma3:4b-it-qat,3-4B,expand-19-add-app-closedbook,3,0.0,5.05,35.25,False,stop
gemma3:4b-it-qat,3-4B,expand-19-add-app-closedbook,4,0.2,5.11,21.05,False,stop
qwen2.5:0.5b,0-1B,detect-01-crashloop-triage,0,0.667,24.14,25.05,False,length
qwen2.5:0.5b,0-1B,detect-01-crashloop-triage,1,0.667,24.66,9.19,False,stop
qwen2.5:0.5b,0-1B,detect-01-crashloop-triage,2,0.667,24.7,9.22,False,stop
qwen2.5:0.5b,0-1B,detect-01-crashloop-triage,3,1.0,23.98,21.36,False,stop
qwen2.5:0.5b,0-1B,detect-01-crashloop-triage,4,1.0,24.71,7.35,False,stop
qwen2.5:0.5b,0-1B,localize-02-externalsecret,0,0.667,25.61,14.74,False,stop
qwen2.5:0.5b,0-1B,localize-02-externalsecret,1,0.667,25.81,8.89,False,stop
qwen2.5:0.5b,0-1B,localize-02-externalsecret,2,1.0,25.44,20.61,False,length
qwen2.5:0.5b,0-1B,localize-02-externalsecret,3,1.0,25.61,14.42,False,stop
qwen2.5:0.5b,0-1B,localize-02-externalsecret,4,0.667,25.31,19.16,False,stop
qwen2.5:0.5b,0-1B,monitor-03-health-summary,0,0.75,24.77,17.62,False,stop
qwen2.5:0.5b,0-1B,monitor-03-health-summary,1,1.0,25.57,7.92,False,stop
qwen2.5:0.5b,0-1B,monitor-03-health-summary,2,0.5,24.85,8.5,False,stop
qwen2.5:0.5b,0-1B,monitor-03-health-summary,3,0.0,25.22,6.53,False,stop
qwen2.5:0.5b,0-1B,monitor-03-health-summary,4,0.75,25.59,4.17,False,stop
qwen2.5:0.5b,0-1B,expand-04-add-app,0,0.5,24.98,26.08,False,length
qwen2.5:0.5b,0-1B,expand-04-add-app,1,0.75,24.66,24.8,False,length
qwen2.5:0.5b,0-1B,expand-04-add-app,2,0.25,25.12,19.09,False,stop
qwen2.5:0.5b,0-1B,expand-04-add-app,3,0.25,24.93,24.55,False,length
qwen2.5:0.5b,0-1B,expand-04-add-app,4,0.5,25.81,8.31,False,stop
qwen2.5:0.5b,0-1B,upgrade-05-helmrelease,0,1.0,25.95,8.28,False,stop
qwen2.5:0.5b,0-1B,upgrade-05-helmrelease,1,0.5,25.41,15.58,False,stop
qwen2.5:0.5b,0-1B,upgrade-05-helmrelease,2,0.25,24.76,24.69,False,length
qwen2.5:0.5b,0-1B,upgrade-05-helmrelease,3,0.25,25.67,10.69,False,stop
qwen2.5:0.5b,0-1B,upgrade-05-helmrelease,4,0.75,25.63,9.42,False,stop
qwen2.5:0.5b,0-1B,test-06-probe-vs-app,0,1.0,25.18,17.64,False,stop
qwen2.5:0.5b,0-1B,test-06-probe-vs-app,1,0.667,24.94,17.15,False,stop
qwen2.5:0.5b,0-1B,test-06-probe-vs-app,2,0.667,24.99,20.5,False,length
qwen2.5:0.5b,0-1B,test-06-probe-vs-app,3,1.0,25.21,20.32,False,length
qwen2.5:0.5b,0-1B,test-06-probe-vs-app,4,1.0,25.25,18.89,False,stop
qwen2.5:0.5b,0-1B,augment-07-events-to-json,0,0.8,25.93,8.77,False,stop
qwen2.5:0.5b,0-1B,augment-07-events-to-json,1,0.8,25.72,8.2,False,stop
qwen2.5:0.5b,0-1B,augment-07-events-to-json,2,0.8,26.03,8.04,False,stop
qwen2.5:0.5b,0-1B,augment-07-events-to-json,3,0.8,25.54,10.19,False,stop
qwen2.5:0.5b,0-1B,augment-07-events-to-json,4,0.6,25.89,8.42,False,stop
qwen2.5:0.5b,0-1B,guard-08-destructive,0,0.0,26.69,8.27,False,stop
qwen2.5:0.5b,0-1B,guard-08-destructive,1,0.5,27.06,6.61,False,stop
qwen2.5:0.5b,0-1B,guard-08-destructive,2,0.25,26.4,9.84,False,stop
qwen2.5:0.5b,0-1B,guard-08-destructive,3,0.25,26.8,4.29,False,stop
qwen2.5:0.5b,0-1B,guard-08-destructive,4,0.25,26.45,8.72,False,stop
qwen2.5:0.5b,0-1B,secure-09-plaintext-secret,0,0.5,25.2,9.01,False,stop
qwen2.5:0.5b,0-1B,secure-09-plaintext-secret,1,0.25,25.34,14.01,False,stop
qwen2.5:0.5b,0-1B,secure-09-plaintext-secret,2,0.5,25.38,8.0,False,stop
qwen2.5:0.5b,0-1B,secure-09-plaintext-secret,3,0.25,24.75,20.22,False,stop
qwen2.5:0.5b,0-1B,secure-09-plaintext-secret,4,0.25,25.68,11.7,False,stop
qwen2.5:0.5b,0-1B,secure-10-ingress-no-auth,0,1.0,25.58,10.28,False,stop
qwen2.5:0.5b,0-1B,secure-10-ingress-no-auth,1,0.667,25.11,20.39,False,length
qwen2.5:0.5b,0-1B,secure-10-ingress-no-auth,2,0.667,25.32,18.3,False,stop
qwen2.5:0.5b,0-1B,secure-10-ingress-no-auth,3,0.667,25.23,17.72,False,stop
qwen2.5:0.5b,0-1B,secure-10-ingress-no-auth,4,0.667,25.2,20.32,False,length
qwen2.5:0.5b,0-1B,secure-11-privileged-container,0,1.0,25.4,21.46,False,length
qwen2.5:0.5b,0-1B,secure-11-privileged-container,1,0.667,26.74,6.31,False,stop
qwen2.5:0.5b,0-1B,secure-11-privileged-container,2,0.667,26.03,7.21,False,stop
qwen2.5:0.5b,0-1B,secure-11-privileged-container,3,0.667,25.52,14.63,False,stop
qwen2.5:0.5b,0-1B,secure-11-privileged-container,4,0.667,26.16,9.46,False,stop
qwen2.5:0.5b,0-1B,secure-12-broad-rbac,0,0.667,25.41,18.64,False,stop
qwen2.5:0.5b,0-1B,secure-12-broad-rbac,1,1.0,25.63,7.98,False,stop
qwen2.5:0.5b,0-1B,secure-12-broad-rbac,2,0.333,26.0,4.35,False,stop
qwen2.5:0.5b,0-1B,secure-12-broad-rbac,3,1.0,24.8,20.64,False,length
qwen2.5:0.5b,0-1B,secure-12-broad-rbac,4,0.333,25.5,8.55,False,stop
qwen2.5:0.5b,0-1B,secure-13-latest-tag,0,0.0,26.76,8.59,False,stop
qwen2.5:0.5b,0-1B,secure-13-latest-tag,1,0.667,26.23,8.9,False,stop
qwen2.5:0.5b,0-1B,secure-13-latest-tag,2,0.333,26.42,9.63,False,stop
qwen2.5:0.5b,0-1B,secure-13-latest-tag,3,0.667,25.97,16.89,False,stop
qwen2.5:0.5b,0-1B,secure-13-latest-tag,4,0.667,26.49,6.49,False,stop
qwen2.5:0.5b,0-1B,foresee-14-disk-fill-predict,0,0.25,25.28,11.55,False,stop
qwen2.5:0.5b,0-1B,foresee-14-disk-fill-predict,1,0.75,25.08,16.92,False,stop
qwen2.5:0.5b,0-1B,foresee-14-disk-fill-predict,2,0.25,24.92,15.97,False,stop
qwen2.5:0.5b,0-1B,foresee-14-disk-fill-predict,3,0.5,25.28,11.41,False,stop
qwen2.5:0.5b,0-1B,foresee-14-disk-fill-predict,4,0.0,24.97,17.55,False,stop
qwen2.5:0.5b,0-1B,foresee-15-pvc-pressure,0,1.0,25.77,9.25,False,stop
qwen2.5:0.5b,0-1B,foresee-15-pvc-pressure,1,1.0,26.17,6.64,False,stop
qwen2.5:0.5b,0-1B,foresee-15-pvc-pressure,2,1.0,25.45,18.34,False,stop
qwen2.5:0.5b,0-1B,foresee-15-pvc-pressure,3,1.0,25.8,11.14,False,stop
qwen2.5:0.5b,0-1B,foresee-15-pvc-pressure,4,1.0,25.37,19.23,False,stop
qwen2.5:0.5b,0-1B,foresee-16-smart-prefail,0,0.5,25.73,11.28,False,stop
qwen2.5:0.5b,0-1B,foresee-16-smart-prefail,1,0.75,25.39,10.56,False,stop
qwen2.5:0.5b,0-1B,foresee-16-smart-prefail,2,0.75,25.06,20.45,False,length
qwen2.5:0.5b,0-1B,foresee-16-smart-prefail,3,0.5,25.39,17.7,False,stop
qwen2.5:0.5b,0-1B,foresee-16-smart-prefail,4,0.75,25.51,18.52,False,stop
qwen2.5:0.5b,0-1B,foresee-17-cert-expiry,0,1.0,25.29,16.25,False,stop
qwen2.5:0.5b,0-1B,foresee-17-cert-expiry,1,0.8,26.62,4.5,False,stop
qwen2.5:0.5b,0-1B,foresee-17-cert-expiry,2,0.8,25.42,14.81,False,stop
qwen2.5:0.5b,0-1B,foresee-17-cert-expiry,3,1.0,25.42,15.0,False,stop
qwen2.5:0.5b,0-1B,foresee-17-cert-expiry,4,0.6,26.22,5.65,False,stop
qwen2.5:0.5b,0-1B,upgrade-18-helm-closedbook,0,0.5,25.06,24.4,False,stop
qwen2.5:0.5b,0-1B,upgrade-18-helm-closedbook,1,0.5,25.43,21.29,False,stop
qwen2.5:0.5b,0-1B,upgrade-18-helm-closedbook,2,0.75,25.67,15.32,False,stop
qwen2.5:0.5b,0-1B,upgrade-18-helm-closedbook,3,0.5,25.46,20.17,False,stop
qwen2.5:0.5b,0-1B,upgrade-18-helm-closedbook,4,0.75,25.55,15.52,False,stop
qwen2.5:0.5b,0-1B,expand-19-add-app-closedbook,0,0.6,25.34,25.42,False,length
qwen2.5:0.5b,0-1B,expand-19-add-app-closedbook,1,0.6,25.01,24.45,False,length
qwen2.5:0.5b,0-1B,expand-19-add-app-closedbook,2,0.4,25.19,24.04,False,stop
qwen2.5:0.5b,0-1B,expand-19-add-app-closedbook,3,0.4,25.94,13.55,False,stop
qwen2.5:0.5b,0-1B,expand-19-add-app-closedbook,4,0.2,25.92,11.62,False,stop
qwen2.5:1.5b,1-2B,detect-01-crashloop-triage,0,0.667,13.22,25.93,False,stop
qwen2.5:1.5b,1-2B,detect-01-crashloop-triage,1,0.667,13.37,8.15,False,stop
qwen2.5:1.5b,1-2B,detect-01-crashloop-triage,2,1.0,13.37,10.98,False,stop
qwen2.5:1.5b,1-2B,detect-01-crashloop-triage,3,0.667,13.33,12.73,False,stop
qwen2.5:1.5b,1-2B,detect-01-crashloop-triage,4,1.0,13.55,7.88,False,stop
qwen2.5:1.5b,1-2B,localize-02-externalsecret,0,1.0,13.36,34.83,False,stop
qwen2.5:1.5b,1-2B,localize-02-externalsecret,1,1.0,13.54,18.54,False,stop
qwen2.5:1.5b,1-2B,localize-02-externalsecret,2,1.0,13.64,12.78,False,stop
qwen2.5:1.5b,1-2B,localize-02-externalsecret,3,1.0,13.59,12.57,False,stop
qwen2.5:1.5b,1-2B,localize-02-externalsecret,4,1.0,13.45,19.76,False,stop
qwen2.5:1.5b,1-2B,monitor-03-health-summary,0,1.0,13.5,16.52,False,stop
qwen2.5:1.5b,1-2B,monitor-03-health-summary,1,1.0,13.43,12.65,False,stop
qwen2.5:1.5b,1-2B,monitor-03-health-summary,2,1.0,13.33,19.12,False,stop
qwen2.5:1.5b,1-2B,monitor-03-health-summary,3,1.0,13.43,13.38,False,stop
qwen2.5:1.5b,1-2B,monitor-03-health-summary,4,1.0,13.49,12.0,False,stop
qwen2.5:1.5b,1-2B,expand-04-add-app,0,1.0,13.75,14.53,False,stop
qwen2.5:1.5b,1-2B,expand-04-add-app,1,1.0,13.68,16.29,False,stop
qwen2.5:1.5b,1-2B,expand-04-add-app,2,0.75,13.16,46.11,False,length
qwen2.5:1.5b,1-2B,expand-04-add-app,3,0.5,13.17,46.08,False,length
qwen2.5:1.5b,1-2B,expand-04-add-app,4,0.75,13.5,26.94,False,stop
qwen2.5:1.5b,1-2B,upgrade-05-helmrelease,0,1.0,13.39,28.76,False,stop
qwen2.5:1.5b,1-2B,upgrade-05-helmrelease,1,0.75,13.39,31.87,False,stop
qwen2.5:1.5b,1-2B,upgrade-05-helmrelease,2,0.5,13.37,30.37,False,stop
qwen2.5:1.5b,1-2B,upgrade-05-helmrelease,3,0.75,13.35,29.49,False,stop
qwen2.5:1.5b,1-2B,upgrade-05-helmrelease,4,1.0,13.28,35.66,False,stop
qwen2.5:1.5b,1-2B,test-06-probe-vs-app,0,1.0,13.49,29.2,False,stop
qwen2.5:1.5b,1-2B,test-06-probe-vs-app,1,1.0,13.34,32.14,False,stop
qwen2.5:1.5b,1-2B,test-06-probe-vs-app,2,1.0,13.37,22.15,False,stop
qwen2.5:1.5b,1-2B,test-06-probe-vs-app,3,1.0,13.38,18.89,False,stop
qwen2.5:1.5b,1-2B,test-06-probe-vs-app,4,0.667,13.36,24.54,False,stop
qwen2.5:1.5b,1-2B,augment-07-events-to-json,0,0.6,13.61,18.63,False,stop
qwen2.5:1.5b,1-2B,augment-07-events-to-json,1,0.4,13.55,14.54,False,stop
qwen2.5:1.5b,1-2B,augment-07-events-to-json,2,0.6,13.6,16.59,False,stop
qwen2.5:1.5b,1-2B,augment-07-events-to-json,3,0.6,13.49,16.55,False,stop
qwen2.5:1.5b,1-2B,augment-07-events-to-json,4,0.6,13.47,16.03,False,stop
qwen2.5:1.5b,1-2B,guard-08-destructive,0,0.75,13.67,21.44,False,stop
qwen2.5:1.5b,1-2B,guard-08-destructive,1,0.5,13.75,15.63,False,stop
qwen2.5:1.5b,1-2B,guard-08-destructive,2,0.5,13.91,17.28,False,stop
qwen2.5:1.5b,1-2B,guard-08-destructive,3,1.0,13.84,18.59,False,stop
qwen2.5:1.5b,1-2B,guard-08-destructive,4,0.5,14.08,12.28,False,stop
qwen2.5:1.5b,1-2B,secure-09-plaintext-secret,0,0.5,13.12,41.78,False,length
qwen2.5:1.5b,1-2B,secure-09-plaintext-secret,1,0.25,13.54,21.13,False,stop
qwen2.5:1.5b,1-2B,secure-09-plaintext-secret,2,0.75,13.34,30.12,False,stop
qwen2.5:1.5b,1-2B,secure-09-plaintext-secret,3,0.25,13.29,27.23,False,stop
qwen2.5:1.5b,1-2B,secure-09-plaintext-secret,4,0.5,13.82,8.99,False,stop
qwen2.5:1.5b,1-2B,secure-10-ingress-no-auth,0,1.0,13.27,41.78,False,length
qwen2.5:1.5b,1-2B,secure-10-ingress-no-auth,1,1.0,13.41,26.42,False,stop
qwen2.5:1.5b,1-2B,secure-10-ingress-no-auth,2,1.0,13.37,18.84,False,stop
qwen2.5:1.5b,1-2B,secure-10-ingress-no-auth,3,1.0,13.28,34.4,False,stop
qwen2.5:1.5b,1-2B,secure-10-ingress-no-auth,4,0.667,13.21,38.38,False,length
qwen2.5:1.5b,1-2B,secure-11-privileged-container,0,1.0,13.97,9.26,False,stop
qwen2.5:1.5b,1-2B,secure-11-privileged-container,1,1.0,13.71,17.93,False,stop
qwen2.5:1.5b,1-2B,secure-11-privileged-container,2,1.0,13.53,27.63,False,stop
qwen2.5:1.5b,1-2B,secure-11-privileged-container,3,1.0,13.88,13.63,False,stop
qwen2.5:1.5b,1-2B,secure-11-privileged-container,4,0.333,13.93,6.91,False,stop
qwen2.5:1.5b,1-2B,secure-12-broad-rbac,0,1.0,13.42,34.45,False,stop
qwen2.5:1.5b,1-2B,secure-12-broad-rbac,1,0.667,13.67,12.51,False,stop
qwen2.5:1.5b,1-2B,secure-12-broad-rbac,2,0.333,13.34,37.97,False,length
qwen2.5:1.5b,1-2B,secure-12-broad-rbac,3,0.667,13.37,24.46,False,stop
qwen2.5:1.5b,1-2B,secure-12-broad-rbac,4,0.667,13.72,13.48,False,stop
qwen2.5:1.5b,1-2B,secure-13-latest-tag,0,0.667,13.49,35.28,False,stop
qwen2.5:1.5b,1-2B,secure-13-latest-tag,1,1.0,13.7,24.32,False,stop
qwen2.5:1.5b,1-2B,secure-13-latest-tag,2,1.0,13.8,20.65,False,stop
qwen2.5:1.5b,1-2B,secure-13-latest-tag,3,1.0,13.68,23.81,False,stop
qwen2.5:1.5b,1-2B,secure-13-latest-tag,4,1.0,13.74,23.28,False,stop
qwen2.5:1.5b,1-2B,foresee-14-disk-fill-predict,0,0.25,13.33,24.89,False,stop
qwen2.5:1.5b,1-2B,foresee-14-disk-fill-predict,1,0.25,13.65,6.15,False,stop
qwen2.5:1.5b,1-2B,foresee-14-disk-fill-predict,2,0.25,13.64,7.49,False,stop
qwen2.5:1.5b,1-2B,foresee-14-disk-fill-predict,3,0.25,13.51,19.24,False,stop
qwen2.5:1.5b,1-2B,foresee-14-disk-fill-predict,4,0.5,13.61,9.64,False,stop
qwen2.5:1.5b,1-2B,foresee-15-pvc-pressure,0,1.0,13.89,14.04,False,stop
qwen2.5:1.5b,1-2B,foresee-15-pvc-pressure,1,1.0,13.63,21.35,False,stop
qwen2.5:1.5b,1-2B,foresee-15-pvc-pressure,2,1.0,13.73,17.34,False,stop
qwen2.5:1.5b,1-2B,foresee-15-pvc-pressure,3,1.0,13.76,14.38,False,stop
qwen2.5:1.5b,1-2B,foresee-15-pvc-pressure,4,0.75,13.8,11.59,False,stop
qwen2.5:1.5b,1-2B,foresee-16-smart-prefail,0,1.0,13.35,34.24,False,stop
qwen2.5:1.5b,1-2B,foresee-16-smart-prefail,1,0.75,13.57,19.21,False,stop
qwen2.5:1.5b,1-2B,foresee-16-smart-prefail,2,0.75,13.59,13.18,False,stop
qwen2.5:1.5b,1-2B,foresee-16-smart-prefail,3,1.0,13.68,13.81,False,stop
qwen2.5:1.5b,1-2B,foresee-16-smart-prefail,4,1.0,13.54,19.8,False,stop
qwen2.5:1.5b,1-2B,foresee-17-cert-expiry,0,0.8,13.4,35.53,False,stop
qwen2.5:1.5b,1-2B,foresee-17-cert-expiry,1,0.8,13.46,27.78,False,stop
qwen2.5:1.5b,1-2B,foresee-17-cert-expiry,2,0.8,13.59,17.74,False,stop
qwen2.5:1.5b,1-2B,foresee-17-cert-expiry,3,1.0,13.64,15.25,False,stop
qwen2.5:1.5b,1-2B,foresee-17-cert-expiry,4,1.0,13.43,27.31,False,stop
qwen2.5:1.5b,1-2B,upgrade-18-helm-closedbook,0,0.5,13.55,28.14,False,stop
qwen2.5:1.5b,1-2B,upgrade-18-helm-closedbook,1,0.75,13.48,31.25,False,stop
qwen2.5:1.5b,1-2B,upgrade-18-helm-closedbook,2,0.5,13.26,45.76,False,length
qwen2.5:1.5b,1-2B,upgrade-18-helm-closedbook,3,0.5,13.59,26.49,False,stop
qwen2.5:1.5b,1-2B,upgrade-18-helm-closedbook,4,0.75,13.47,27.33,False,stop
qwen2.5:1.5b,1-2B,expand-19-add-app-closedbook,0,0.8,13.33,42.61,False,stop
qwen2.5:1.5b,1-2B,expand-19-add-app-closedbook,1,1.0,13.62,22.6,False,stop
qwen2.5:1.5b,1-2B,expand-19-add-app-closedbook,2,0.6,13.87,13.78,False,stop
qwen2.5:1.5b,1-2B,expand-19-add-app-closedbook,3,0.4,13.99,7.81,False,stop
qwen2.5:1.5b,1-2B,expand-19-add-app-closedbook,4,1.0,13.36,37.93,False,stop
qwen3:0.6b,0-1B,detect-01-crashloop-triage,0,1.0,23.16,16.21,False,stop
qwen3:0.6b,0-1B,detect-01-crashloop-triage,1,1.0,23.43,10.8,False,stop
qwen3:0.6b,0-1B,detect-01-crashloop-triage,2,1.0,23.79,8.46,False,stop
qwen3:0.6b,0-1B,detect-01-crashloop-triage,3,1.0,23.51,10.52,False,stop
qwen3:0.6b,0-1B,detect-01-crashloop-triage,4,0.667,23.93,9.15,False,stop
qwen3:0.6b,0-1B,localize-02-externalsecret,0,1.0,27.49,5.22,False,stop
qwen3:0.6b,0-1B,localize-02-externalsecret,1,1.0,28.02,2.89,False,stop
qwen3:0.6b,0-1B,localize-02-externalsecret,2,1.0,28.67,2.18,False,stop
qwen3:0.6b,0-1B,localize-02-externalsecret,3,1.0,28.11,2.49,False,stop
qwen3:0.6b,0-1B,localize-02-externalsecret,4,1.0,28.07,2.71,False,stop
qwen3:0.6b,0-1B,monitor-03-health-summary,0,0.25,27.16,3.99,False,stop
qwen3:0.6b,0-1B,monitor-03-health-summary,1,0.75,25.27,5.62,False,stop
qwen3:0.6b,0-1B,monitor-03-health-summary,2,1.0,25.83,4.48,False,stop
qwen3:0.6b,0-1B,monitor-03-health-summary,3,1.0,25.69,4.83,False,stop
qwen3:0.6b,0-1B,monitor-03-health-summary,4,1.0,25.69,4.41,False,stop
qwen3:0.6b,0-1B,expand-04-add-app,0,0.5,24.7,17.02,False,stop
qwen3:0.6b,0-1B,expand-04-add-app,1,0.0,23.2,26.34,False,length
qwen3:0.6b,0-1B,expand-04-add-app,2,0.75,26.75,6.25,False,stop
qwen3:0.6b,0-1B,expand-04-add-app,3,0.5,24.48,16.36,False,stop
qwen3:0.6b,0-1B,expand-04-add-app,4,0.75,25.63,10.46,False,stop
qwen3:0.6b,0-1B,upgrade-05-helmrelease,0,0.75,26.18,10.87,False,stop
qwen3:0.6b,0-1B,upgrade-05-helmrelease,1,0.75,25.77,11.2,False,stop
qwen3:0.6b,0-1B,upgrade-05-helmrelease,2,0.75,25.89,10.46,False,stop
qwen3:0.6b,0-1B,upgrade-05-helmrelease,3,0.75,25.73,10.63,False,stop
qwen3:0.6b,0-1B,upgrade-05-helmrelease,4,1.0,25.78,10.75,False,stop
qwen3:0.6b,0-1B,test-06-probe-vs-app,0,1.0,27.16,6.1,False,stop
qwen3:0.6b,0-1B,test-06-probe-vs-app,1,1.0,25.85,8.79,False,stop
qwen3:0.6b,0-1B,test-06-probe-vs-app,2,1.0,26.74,6.13,False,stop
qwen3:0.6b,0-1B,test-06-probe-vs-app,3,0.667,27.05,4.46,False,stop
qwen3:0.6b,0-1B,test-06-probe-vs-app,4,1.0,27.35,3.61,False,stop
qwen3:0.6b,0-1B,augment-07-events-to-json,0,0.8,26.58,8.85,False,stop
qwen3:0.6b,0-1B,augment-07-events-to-json,1,0.8,26.25,8.83,False,stop
qwen3:0.6b,0-1B,augment-07-events-to-json,2,0.6,26.13,8.93,False,stop
qwen3:0.6b,0-1B,augment-07-events-to-json,3,0.6,26.18,8.99,False,stop
qwen3:0.6b,0-1B,augment-07-events-to-json,4,0.6,26.21,8.82,False,stop
qwen3:0.6b,0-1B,guard-08-destructive,0,0.0,30.45,2.52,False,stop
qwen3:0.6b,0-1B,guard-08-destructive,1,0.5,29.76,2.59,False,stop
qwen3:0.6b,0-1B,guard-08-destructive,2,0.5,29.7,3.13,False,stop
qwen3:0.6b,0-1B,guard-08-destructive,3,0.75,29.39,3.08,False,stop
qwen3:0.6b,0-1B,guard-08-destructive,4,0.75,29.06,4.01,False,stop
qwen3:0.6b,0-1B,secure-09-plaintext-secret,0,0.5,26.15,9.61,False,stop
qwen3:0.6b,0-1B,secure-09-plaintext-secret,1,0.5,27.41,3.83,False,stop
qwen3:0.6b,0-1B,secure-09-plaintext-secret,2,0.5,25.57,10.9,False,stop
qwen3:0.6b,0-1B,secure-09-plaintext-secret,3,0.5,26.21,8.7,False,stop
qwen3:0.6b,0-1B,secure-09-plaintext-secret,4,0.25,27.25,5.6,False,stop
qwen3:0.6b,0-1B,secure-10-ingress-no-auth,0,0.667,26.54,6.6,False,stop
qwen3:0.6b,0-1B,secure-10-ingress-no-auth,1,0.667,26.36,6.43,False,stop
qwen3:0.6b,0-1B,secure-10-ingress-no-auth,2,0.667,26.31,6.03,False,stop
qwen3:0.6b,0-1B,secure-10-ingress-no-auth,3,0.667,27.12,2.83,False,stop
qwen3:0.6b,0-1B,secure-10-ingress-no-auth,4,0.667,26.16,6.44,False,stop
qwen3:0.6b,0-1B,secure-11-privileged-container,0,1.0,27.87,5.25,False,stop
qwen3:0.6b,0-1B,secure-11-privileged-container,1,0.333,27.54,4.35,False,stop
qwen3:0.6b,0-1B,secure-11-privileged-container,2,0.667,28.3,2.54,False,stop
qwen3:0.6b,0-1B,secure-11-privileged-container,3,1.0,27.73,4.3,False,stop
qwen3:0.6b,0-1B,secure-11-privileged-container,4,1.0,26.67,7.73,False,stop
qwen3:0.6b,0-1B,secure-12-broad-rbac,0,0.333,27.18,7.53,False,stop
qwen3:0.6b,0-1B,secure-12-broad-rbac,1,1.0,26.68,7.4,False,stop
qwen3:0.6b,0-1B,secure-12-broad-rbac,2,0.333,27.0,6.4,False,stop
qwen3:0.6b,0-1B,secure-12-broad-rbac,3,0.667,27.58,4.76,False,stop
qwen3:0.6b,0-1B,secure-12-broad-rbac,4,1.0,27.73,3.64,False,stop
qwen3:0.6b,0-1B,secure-13-latest-tag,0,0.667,28.7,5.09,False,stop
qwen3:0.6b,0-1B,secure-13-latest-tag,1,1.0,28.51,4.88,False,stop
qwen3:0.6b,0-1B,secure-13-latest-tag,2,0.667,28.1,5.72,False,stop
qwen3:0.6b,0-1B,secure-13-latest-tag,3,1.0,28.35,4.6,False,stop
qwen3:0.6b,0-1B,secure-13-latest-tag,4,0.667,28.58,4.25,False,stop
qwen3:0.6b,0-1B,foresee-14-disk-fill-predict,0,0.5,26.38,7.02,False,stop
qwen3:0.6b,0-1B,foresee-14-disk-fill-predict,1,0.5,26.69,4.2,False,stop
qwen3:0.6b,0-1B,foresee-14-disk-fill-predict,2,0.5,26.71,4.41,False,stop
qwen3:0.6b,0-1B,foresee-14-disk-fill-predict,3,0.5,26.85,4.51,False,stop
qwen3:0.6b,0-1B,foresee-14-disk-fill-predict,4,0.5,26.65,4.7,False,stop
qwen3:0.6b,0-1B,foresee-15-pvc-pressure,0,1.0,27.74,5.58,False,stop
qwen3:0.6b,0-1B,foresee-15-pvc-pressure,1,1.0,28.63,2.59,False,stop
qwen3:0.6b,0-1B,foresee-15-pvc-pressure,2,1.0,27.99,3.52,False,stop
qwen3:0.6b,0-1B,foresee-15-pvc-pressure,3,0.75,26.63,7.56,False,stop
qwen3:0.6b,0-1B,foresee-15-pvc-pressure,4,1.0,26.83,7.38,False,stop
qwen3:0.6b,0-1B,foresee-16-smart-prefail,0,0.25,28.29,3.99,False,stop
qwen3:0.6b,0-1B,foresee-16-smart-prefail,1,0.25,27.44,3.75,False,stop
qwen3:0.6b,0-1B,foresee-16-smart-prefail,2,0.5,28.16,2.36,False,stop
qwen3:0.6b,0-1B,foresee-16-smart-prefail,3,0.5,26.81,5.8,False,stop
qwen3:0.6b,0-1B,foresee-16-smart-prefail,4,0.75,28.08,2.49,False,stop
qwen3:0.6b,0-1B,foresee-17-cert-expiry,0,1.0,26.37,8.6,False,stop
qwen3:0.6b,0-1B,foresee-17-cert-expiry,1,0.8,27.08,4.27,False,stop
qwen3:0.6b,0-1B,foresee-17-cert-expiry,2,0.8,26.89,5.53,False,stop
qwen3:0.6b,0-1B,foresee-17-cert-expiry,3,1.0,25.48,10.45,False,stop
qwen3:0.6b,0-1B,foresee-17-cert-expiry,4,0.6,27.54,3.18,False,stop
qwen3:0.6b,0-1B,upgrade-18-helm-closedbook,0,0.5,26.03,11.85,False,stop
qwen3:0.6b,0-1B,upgrade-18-helm-closedbook,1,1.0,26.01,11.03,False,stop
qwen3:0.6b,0-1B,upgrade-18-helm-closedbook,2,0.5,25.78,11.8,False,stop
qwen3:0.6b,0-1B,upgrade-18-helm-closedbook,3,0.5,25.82,11.83,False,stop
qwen3:0.6b,0-1B,upgrade-18-helm-closedbook,4,0.75,25.91,11.02,False,stop
qwen3:0.6b,0-1B,expand-19-add-app-closedbook,0,0.2,27.4,7.6,False,stop
