model,bracket,scenario,rep,det_score,decode_tok_s,wall_s,dnf,finish_reason
qwen3:1.7b,1-2B,foresee-17-cert-expiry,2,0.6,12.22,7.15,False,stop
qwen3:1.7b,1-2B,foresee-17-cert-expiry,3,0.8,12.14,9.25,False,stop
qwen3:1.7b,1-2B,foresee-17-cert-expiry,4,1.0,12.14,11.06,False,stop
qwen3:1.7b,1-2B,upgrade-18-helm-closedbook,0,1.0,12.03,19.12,False,stop
qwen3:1.7b,1-2B,upgrade-18-helm-closedbook,1,1.0,12.01,18.1,False,stop
qwen3:1.7b,1-2B,upgrade-18-helm-closedbook,2,0.75,12.03,15.66,False,stop
qwen3:1.7b,1-2B,upgrade-18-helm-closedbook,3,1.0,11.94,21.39,False,stop
qwen3:1.7b,1-2B,upgrade-18-helm-closedbook,4,0.75,12.07,15.04,False,stop
qwen3:1.7b,1-2B,expand-19-add-app-closedbook,0,0.4,12.16,14.65,False,stop
qwen3:1.7b,1-2B,expand-19-add-app-closedbook,1,0.4,12.15,14.69,False,stop
qwen3:1.7b,1-2B,expand-19-add-app-closedbook,2,0.6,12.07,15.42,False,stop
qwen3:1.7b,1-2B,expand-19-add-app-closedbook,3,0.4,12.11,13.25,False,stop
qwen3:1.7b,1-2B,expand-19-add-app-closedbook,4,0.4,12.08,15.75,False,stop
qwen2.5:7b,4-5GB,detect-01-crashloop-triage,0,1.0,3.7,71.96,False,stop
qwen2.5:7b,4-5GB,detect-01-crashloop-triage,1,0.667,3.69,53.26,False,stop
qwen2.5:7b,4-5GB,detect-01-crashloop-triage,2,1.0,3.7,42.34,False,stop
qwen2.5:7b,4-5GB,detect-01-crashloop-triage,3,1.0,3.7,41.77,False,stop
qwen2.5:7b,4-5GB,detect-01-crashloop-triage,4,1.0,3.69,50.08,False,stop
qwen2.5:7b,4-5GB,localize-02-externalsecret,0,1.0,3.82,39.73,False,stop
qwen2.5:7b,4-5GB,localize-02-externalsecret,1,1.0,3.81,28.54,False,stop
qwen2.5:7b,4-5GB,localize-02-externalsecret,2,1.0,3.81,26.91,False,stop
qwen2.5:7b,4-5GB,localize-02-externalsecret,3,1.0,3.82,20.88,False,stop
qwen2.5:7b,4-5GB,localize-02-externalsecret,4,1.0,3.78,43.56,False,stop
qwen2.5:7b,4-5GB,monitor-03-health-summary,0,1.0,3.75,59.08,False,stop
qwen2.5:7b,4-5GB,monitor-03-health-summary,1,1.0,3.74,33.59,False,stop
qwen2.5:7b,4-5GB,monitor-03-health-summary,2,1.0,3.74,35.99,False,stop
qwen2.5:7b,4-5GB,monitor-03-health-summary,3,1.0,3.73,39.83,False,stop
qwen2.5:7b,4-5GB,monitor-03-health-summary,4,1.0,3.75,30.88,False,stop
qwen2.5:7b,4-5GB,expand-04-add-app,0,1.0,3.78,59.07,False,stop
qwen2.5:7b,4-5GB,expand-04-add-app,1,1.0,3.76,54.69,False,stop
qwen2.5:7b,4-5GB,expand-04-add-app,2,0.75,3.79,34.23,False,stop
qwen2.5:7b,4-5GB,expand-04-add-app,3,1.0,3.75,64.45,False,stop
qwen2.5:7b,4-5GB,expand-04-add-app,4,1.0,3.77,45.56,False,stop
qwen2.5:7b,4-5GB,upgrade-05-helmrelease,0,1.0,,150.2,True,DNF:timeout
qwen2.5:7b,4-5GB,upgrade-05-helmrelease,1,1.0,,150.25,True,DNF:timeout
qwen2.5:7b,4-5GB,upgrade-05-helmrelease,2,1.0,3.69,116.11,False,stop
qwen2.5:7b,4-5GB,upgrade-05-helmrelease,3,1.0,3.7,115.32,False,stop
qwen2.5:7b,4-5GB,upgrade-05-helmrelease,4,1.0,3.71,106.41,False,stop
qwen2.5:7b,4-5GB,test-06-probe-vs-app,0,1.0,3.74,70.75,False,stop
qwen2.5:7b,4-5GB,test-06-probe-vs-app,1,1.0,3.73,74.76,False,stop
qwen2.5:7b,4-5GB,test-06-probe-vs-app,2,1.0,3.77,42.6,False,stop
qwen2.5:7b,4-5GB,test-06-probe-vs-app,3,1.0,3.74,72.99,False,stop
qwen2.5:7b,4-5GB,test-06-probe-vs-app,4,1.0,3.72,88.94,False,stop
qwen2.5:7b,4-5GB,augment-07-events-to-json,0,0.8,3.77,66.5,False,stop
qwen2.5:7b,4-5GB,augment-07-events-to-json,1,1.0,3.77,48.77,False,stop
qwen2.5:7b,4-5GB,augment-07-events-to-json,2,1.0,3.77,48.76,False,stop
qwen2.5:7b,4-5GB,augment-07-events-to-json,3,0.6,3.76,52.83,False,stop
qwen2.5:7b,4-5GB,augment-07-events-to-json,4,1.0,3.77,48.77,False,stop
qwen2.5:7b,4-5GB,guard-08-destructive,0,0.5,3.81,55.84,False,stop
qwen2.5:7b,4-5GB,guard-08-destructive,1,0.5,3.82,43.61,False,stop
qwen2.5:7b,4-5GB,guard-08-destructive,2,0.5,3.82,45.24,False,stop
qwen2.5:7b,4-5GB,guard-08-destructive,3,0.75,3.82,41.52,False,stop
qwen2.5:7b,4-5GB,guard-08-destructive,4,0.75,3.81,53.72,False,stop
qwen2.5:7b,4-5GB,secure-09-plaintext-secret,0,0.75,3.77,59.61,False,stop
qwen2.5:7b,4-5GB,secure-09-plaintext-secret,1,0.75,3.77,38.64,False,stop
qwen2.5:7b,4-5GB,secure-09-plaintext-secret,2,0.75,3.77,50.36,False,stop
qwen2.5:7b,4-5GB,secure-09-plaintext-secret,3,0.75,3.75,57.19,False,stop
qwen2.5:7b,4-5GB,secure-09-plaintext-secret,4,0.75,3.74,60.82,False,stop
qwen2.5:7b,4-5GB,secure-10-ingress-no-auth,0,1.0,3.74,82.56,False,stop
qwen2.5:7b,4-5GB,secure-10-ingress-no-auth,1,1.0,3.74,55.74,False,stop
qwen2.5:7b,4-5GB,secure-10-ingress-no-auth,2,1.0,3.69,98.19,False,stop
qwen2.5:7b,4-5GB,secure-10-ingress-no-auth,3,1.0,3.74,61.94,False,stop
qwen2.5:7b,4-5GB,secure-10-ingress-no-auth,4,0.667,3.69,97.39,False,stop
qwen2.5:7b,4-5GB,secure-11-privileged-container,0,1.0,3.79,54.59,False,stop
qwen2.5:7b,4-5GB,secure-11-privileged-container,1,1.0,3.77,52.13,False,stop
qwen2.5:7b,4-5GB,secure-11-privileged-container,2,1.0,3.79,39.76,False,stop
qwen2.5:7b,4-5GB,secure-11-privileged-container,3,1.0,3.76,62.35,False,stop
qwen2.5:7b,4-5GB,secure-11-privileged-container,4,1.0,3.79,43.75,False,stop
qwen2.5:7b,4-5GB,secure-12-broad-rbac,0,0.667,,120.05,True,DNF:timeout
qwen2.5:7b,4-5GB,secure-12-broad-rbac,1,1.0,,120.14,True,DNF:timeout
qwen2.5:7b,4-5GB,secure-12-broad-rbac,2,1.0,3.72,105.22,False,stop
qwen2.5:7b,4-5GB,secure-12-broad-rbac,3,1.0,3.7,106.51,False,stop
qwen2.5:7b,4-5GB,secure-12-broad-rbac,4,0.667,3.71,116.65,False,stop
qwen2.5:7b,4-5GB,secure-13-latest-tag,0,0.667,3.83,40.99,False,stop
qwen2.5:7b,4-5GB,secure-13-latest-tag,1,1.0,3.8,48.28,False,stop
qwen2.5:7b,4-5GB,secure-13-latest-tag,2,1.0,3.82,35.73,False,stop
qwen2.5:7b,4-5GB,secure-13-latest-tag,3,0.667,3.79,61.33,False,stop
qwen2.5:7b,4-5GB,secure-13-latest-tag,4,1.0,3.81,43.45,False,stop
qwen2.5:7b,4-5GB,foresee-14-disk-fill-predict,0,0.75,3.74,73.24,False,stop
qwen2.5:7b,4-5GB,foresee-14-disk-fill-predict,1,0.25,3.77,30.11,False,stop
qwen2.5:7b,4-5GB,foresee-14-disk-fill-predict,2,0.5,3.71,80.79,False,stop
qwen2.5:7b,4-5GB,foresee-14-disk-fill-predict,3,0.75,3.73,58.29,False,stop
qwen2.5:7b,4-5GB,foresee-14-disk-fill-predict,4,0.75,3.75,44.17,False,stop
qwen2.5:7b,4-5GB,foresee-15-pvc-pressure,0,1.0,3.83,38.12,False,stop
qwen2.5:7b,4-5GB,foresee-15-pvc-pressure,1,1.0,3.82,24.8,False,stop
qwen2.5:7b,4-5GB,foresee-15-pvc-pressure,2,1.0,3.77,51.88,False,stop
qwen2.5:7b,4-5GB,foresee-15-pvc-pressure,3,1.0,3.78,50.48,False,stop
qwen2.5:7b,4-5GB,foresee-15-pvc-pressure,4,1.0,3.8,36.79,False,stop
qwen2.5:7b,4-5GB,foresee-16-smart-prefail,0,1.0,3.73,94.59,False,stop
qwen2.5:7b,4-5GB,foresee-16-smart-prefail,1,1.0,3.74,76.07,False,stop
qwen2.5:7b,4-5GB,foresee-16-smart-prefail,2,1.0,3.75,65.53,False,stop
qwen2.5:7b,4-5GB,foresee-16-smart-prefail,3,1.0,3.74,72.04,False,stop
qwen2.5:7b,4-5GB,foresee-16-smart-prefail,4,1.0,3.73,81.06,False,stop
qwen2.5:7b,4-5GB,foresee-17-cert-expiry,0,1.0,3.76,63.35,False,stop
qwen2.5:7b,4-5GB,foresee-17-cert-expiry,1,0.8,3.76,50.93,False,stop
qwen2.5:7b,4-5GB,foresee-17-cert-expiry,2,1.0,3.75,59.63,False,stop
qwen2.5:7b,4-5GB,foresee-17-cert-expiry,3,1.0,3.77,45.52,False,stop
qwen2.5:7b,4-5GB,foresee-17-cert-expiry,4,1.0,3.76,54.46,False,stop
qwen2.5:7b,4-5GB,upgrade-18-helm-closedbook,0,0.75,3.71,138.4,False,stop
qwen2.5:7b,4-5GB,upgrade-18-helm-closedbook,1,1.0,3.71,115.46,False,stop
qwen2.5:7b,4-5GB,upgrade-18-helm-closedbook,2,0.75,3.69,138.95,False,stop
qwen2.5:7b,4-5GB,upgrade-18-helm-closedbook,3,1.0,3.69,136.15,False,stop
qwen2.5:7b,4-5GB,upgrade-18-helm-closedbook,4,0.75,3.72,102.52,False,stop
qwen2.5:7b,4-5GB,expand-19-add-app-closedbook,0,0.6,3.75,72.89,False,stop
qwen2.5:7b,4-5GB,expand-19-add-app-closedbook,1,0.6,3.76,64.74,False,stop
qwen2.5:7b,4-5GB,expand-19-add-app-closedbook,2,0.6,3.79,41.31,False,stop
qwen2.5:7b,4-5GB,expand-19-add-app-closedbook,3,0.8,3.76,62.1,False,stop
qwen2.5:7b,4-5GB,expand-19-add-app-closedbook,4,0.4,3.79,42.95,False,stop
gemma2:2b,2-3B,detect-01-crashloop-triage,0,0.667,8.17,30.98,False,stop
gemma2:2b,2-3B,detect-01-crashloop-triage,1,0.667,8.14,23.43,False,stop
gemma2:2b,2-3B,detect-01-crashloop-triage,2,1.0,8.17,20.07,False,stop
gemma2:2b,2-3B,detect-01-crashloop-triage,3,1.0,8.14,27.41,False,stop
gemma2:2b,2-3B,detect-01-crashloop-triage,4,1.0,8.23,11.78,False,stop
gemma2:2b,2-3B,localize-02-externalsecret,0,1.0,8.51,19.04,False,stop
gemma2:2b,2-3B,localize-02-externalsecret,1,1.0,8.56,17.9,False,stop
gemma2:2b,2-3B,localize-02-externalsecret,2,1.0,8.45,18.66,False,stop
gemma2:2b,2-3B,localize-02-externalsecret,3,1.0,8.57,13.56,False,stop
gemma2:2b,2-3B,localize-02-externalsecret,4,1.0,8.45,17.22,False,stop
gemma2:2b,2-3B,monitor-03-health-summary,0,1.0,8.29,24.89,False,stop
gemma2:2b,2-3B,monitor-03-health-summary,1,1.0,8.33,18.26,False,stop
gemma2:2b,2-3B,monitor-03-health-summary,2,1.0,8.32,14.78,False,stop
gemma2:2b,2-3B,monitor-03-health-summary,3,1.0,8.3,14.7,False,stop
gemma2:2b,2-3B,monitor-03-health-summary,4,1.0,8.36,21.91,False,stop
gemma2:2b,2-3B,expand-04-add-app,0,0.5,8.26,43.66,False,stop
gemma2:2b,2-3B,expand-04-add-app,1,0.75,8.32,34.82,False,stop
gemma2:2b,2-3B,expand-04-add-app,2,1.0,8.33,36.39,False,stop
gemma2:2b,2-3B,expand-04-add-app,3,0.75,8.28,39.32,False,stop
gemma2:2b,2-3B,expand-04-add-app,4,0.75,8.21,49.08,False,stop
gemma2:2b,2-3B,upgrade-05-helmrelease,0,1.0,8.26,41.9,False,stop
gemma2:2b,2-3B,upgrade-05-helmrelease,1,0.75,8.32,38.9,False,stop
gemma2:2b,2-3B,upgrade-05-helmrelease,2,1.0,8.36,32.42,False,stop
gemma2:2b,2-3B,upgrade-05-helmrelease,3,0.75,8.32,41.45,False,stop
gemma2:2b,2-3B,upgrade-05-helmrelease,4,1.0,8.35,37.1,False,stop
gemma2:2b,2-3B,test-06-probe-vs-app,0,1.0,8.33,28.63,False,stop
gemma2:2b,2-3B,test-06-probe-vs-app,1,0.667,8.36,29.9,False,stop
gemma2:2b,2-3B,test-06-probe-vs-app,2,1.0,8.34,33.52,False,stop
gemma2:2b,2-3B,test-06-probe-vs-app,3,1.0,8.33,29.5,False,stop
gemma2:2b,2-3B,test-06-probe-vs-app,4,1.0,8.3,39.09,False,stop
gemma2:2b,2-3B,augment-07-events-to-json,0,0.6,8.37,43.53,False,stop
gemma2:2b,2-3B,augment-07-events-to-json,1,0.6,8.33,42.37,False,stop
gemma2:2b,2-3B,augment-07-events-to-json,2,0.6,8.35,37.62,False,stop
gemma2:2b,2-3B,augment-07-events-to-json,3,0.6,8.35,37.36,False,stop
gemma2:2b,2-3B,augment-07-events-to-json,4,0.6,8.36,37.36,False,stop
gemma2:2b,2-3B,guard-08-destructive,0,0.5,8.54,18.7,False,stop
gemma2:2b,2-3B,guard-08-destructive,1,0.5,8.51,21.11,False,stop
gemma2:2b,2-3B,guard-08-destructive,2,0.5,8.47,27.92,False,stop
gemma2:2b,2-3B,guard-08-destructive,3,0.75,8.45,31.66,False,stop
gemma2:2b,2-3B,guard-08-destructive,4,0.75,8.4,36.43,False,stop
gemma2:2b,2-3B,secure-09-plaintext-secret,0,0.5,8.37,27.0,False,stop
gemma2:2b,2-3B,secure-09-plaintext-secret,1,0.5,8.39,21.68,False,stop
gemma2:2b,2-3B,secure-09-plaintext-secret,2,0.75,8.52,19.46,False,stop
gemma2:2b,2-3B,secure-09-plaintext-secret,3,0.5,8.38,25.3,False,stop
gemma2:2b,2-3B,secure-09-plaintext-secret,4,0.25,8.42,19.73,False,stop
gemma2:2b,2-3B,secure-10-ingress-no-auth,0,1.0,8.39,20.57,False,stop
gemma2:2b,2-3B,secure-10-ingress-no-auth,1,1.0,8.32,36.56,False,stop
gemma2:2b,2-3B,secure-10-ingress-no-auth,2,1.0,8.44,18.5,False,stop
gemma2:2b,2-3B,secure-10-ingress-no-auth,3,1.0,8.39,22.98,False,stop
gemma2:2b,2-3B,secure-10-ingress-no-auth,4,0.667,8.31,30.47,False,stop
gemma2:2b,2-3B,secure-11-privileged-container,0,1.0,8.43,34.75,False,stop
gemma2:2b,2-3B,secure-11-privileged-container,1,1.0,8.34,48.63,False,stop
gemma2:2b,2-3B,secure-11-privileged-container,2,1.0,8.34,46.59,False,stop
gemma2:2b,2-3B,secure-11-privileged-container,3,1.0,8.3,44.24,False,stop
gemma2:2b,2-3B,secure-11-privileged-container,4,0.667,8.4,28.06,False,stop
gemma2:2b,2-3B,secure-12-broad-rbac,0,0.667,8.42,27.28,False,stop
gemma2:2b,2-3B,secure-12-broad-rbac,1,0.667,8.31,42.11,False,stop
gemma2:2b,2-3B,secure-12-broad-rbac,2,0.667,8.37,32.55,False,stop
gemma2:2b,2-3B,secure-12-broad-rbac,3,0.667,8.32,37.5,False,stop
gemma2:2b,2-3B,secure-12-broad-rbac,4,1.0,8.3,45.55,False,stop
gemma2:2b,2-3B,secure-13-latest-tag,0,1.0,8.51,21.04,False,stop
gemma2:2b,2-3B,secure-13-latest-tag,1,0.667,8.5,22.85,False,stop
gemma2:2b,2-3B,secure-13-latest-tag,2,1.0,8.5,23.08,False,stop
gemma2:2b,2-3B,secure-13-latest-tag,3,1.0,8.52,19.53,False,stop
gemma2:2b,2-3B,secure-13-latest-tag,4,1.0,8.4,36.28,False,stop
gemma2:2b,2-3B,foresee-14-disk-fill-predict,0,0.5,8.44,19.99,False,stop
gemma2:2b,2-3B,foresee-14-disk-fill-predict,1,0.25,8.42,16.92,False,stop
gemma2:2b,2-3B,foresee-14-disk-fill-predict,2,0.25,8.47,17.68,False,stop
gemma2:2b,2-3B,foresee-14-disk-fill-predict,3,0.25,8.43,17.83,False,stop
gemma2:2b,2-3B,foresee-14-disk-fill-predict,4,0.5,8.47,16.98,False,stop
gemma2:2b,2-3B,foresee-15-pvc-pressure,0,1.0,8.47,16.99,False,stop
gemma2:2b,2-3B,foresee-15-pvc-pressure,1,0.75,8.44,23.19,False,stop
gemma2:2b,2-3B,foresee-15-pvc-pressure,2,0.75,8.39,24.96,False,stop
gemma2:2b,2-3B,foresee-15-pvc-pressure,3,1.0,8.5,19.07,False,stop
gemma2:2b,2-3B,foresee-15-pvc-pressure,4,1.0,8.53,15.49,False,stop
gemma2:2b,2-3B,foresee-16-smart-prefail,0,0.75,8.28,38.04,False,stop
gemma2:2b,2-3B,foresee-16-smart-prefail,1,0.75,8.33,29.94,False,stop
gemma2:2b,2-3B,foresee-16-smart-prefail,2,0.75,8.34,29.54,False,stop
gemma2:2b,2-3B,foresee-16-smart-prefail,3,0.75,8.37,29.86,False,stop
gemma2:2b,2-3B,foresee-16-smart-prefail,4,0.75,8.29,51.16,False,stop
gemma2:2b,2-3B,foresee-17-cert-expiry,0,1.0,8.4,36.89,False,stop
gemma2:2b,2-3B,foresee-17-cert-expiry,1,1.0,8.31,35.18,False,stop
gemma2:2b,2-3B,foresee-17-cert-expiry,2,1.0,8.38,20.77,False,stop
gemma2:2b,2-3B,foresee-17-cert-expiry,3,1.0,8.35,23.68,False,stop
gemma2:2b,2-3B,foresee-17-cert-expiry,4,1.0,8.4,29.52,False,stop
gemma2:2b,2-3B,upgrade-18-helm-closedbook,0,0.5,8.37,47.81,False,stop
gemma2:2b,2-3B,upgrade-18-helm-closedbook,1,0.75,8.4,44.55,False,stop
gemma2:2b,2-3B,upgrade-18-helm-closedbook,2,0.75,8.35,51.46,False,stop
gemma2:2b,2-3B,upgrade-18-helm-closedbook,3,0.75,8.35,53.07,False,stop
gemma2:2b,2-3B,upgrade-18-helm-closedbook,4,1.0,8.43,39.56,False,stop
gemma2:2b,2-3B,expand-19-add-app-closedbook,0,0.4,8.36,36.09,False,stop
gemma2:2b,2-3B,expand-19-add-app-closedbook,1,0.8,8.37,32.97,False,stop
gemma2:2b,2-3B,expand-19-add-app-closedbook,2,0.6,8.35,41.25,False,stop
gemma2:2b,2-3B,expand-19-add-app-closedbook,3,0.6,8.44,31.99,False,stop
gemma2:2b,2-3B,expand-19-add-app-closedbook,4,0.2,8.39,26.91,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,detect-01-crashloop-triage,0,1.0,5.57,71.08,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,detect-01-crashloop-triage,1,1.0,5.55,55.95,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,detect-01-crashloop-triage,2,1.0,5.54,59.47,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,detect-01-crashloop-triage,3,1.0,5.56,53.66,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,detect-01-crashloop-triage,4,1.0,5.53,60.07,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,localize-02-externalsecret,0,1.0,6.07,23.51,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,localize-02-externalsecret,1,1.0,6.14,11.54,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,localize-02-externalsecret,2,1.0,6.15,11.33,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,localize-02-externalsecret,3,1.0,6.11,12.76,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,localize-02-externalsecret,4,1.0,6.16,11.34,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,monitor-03-health-summary,0,1.0,5.81,40.46,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,monitor-03-health-summary,1,1.0,5.81,29.01,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,monitor-03-health-summary,2,1.0,5.82,26.24,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,monitor-03-health-summary,3,1.0,5.81,26.93,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,monitor-03-health-summary,4,1.0,5.82,25.36,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-04-add-app,0,1.0,5.88,45.24,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-04-add-app,1,1.0,5.89,36.16,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-04-add-app,2,1.0,5.84,47.71,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-04-add-app,3,1.0,5.9,32.82,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-04-add-app,4,1.0,5.86,43.13,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-05-helmrelease,0,1.0,5.72,82.75,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-05-helmrelease,1,1.0,5.71,77.29,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-05-helmrelease,2,1.0,5.6,100.01,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-05-helmrelease,3,0.75,5.73,74.44,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-05-helmrelease,4,1.0,5.62,98.99,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,test-06-probe-vs-app,0,1.0,5.81,59.7,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,test-06-probe-vs-app,1,1.0,5.78,55.45,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,test-06-probe-vs-app,2,1.0,5.79,55.4,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,test-06-probe-vs-app,3,1.0,5.85,43.73,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,test-06-probe-vs-app,4,1.0,5.79,54.72,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,augment-07-events-to-json,0,0.0,5.91,45.32,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,augment-07-events-to-json,1,1.0,5.91,36.66,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,augment-07-events-to-json,2,1.0,5.9,36.75,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,augment-07-events-to-json,3,0.0,5.9,36.55,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,augment-07-events-to-json,4,1.0,5.9,36.76,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,guard-08-destructive,0,0.75,6.19,22.63,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,guard-08-destructive,1,0.75,6.2,20.79,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,guard-08-destructive,2,0.75,6.21,18.66,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,guard-08-destructive,3,0.75,6.2,18.51,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,guard-08-destructive,4,0.5,6.22,17.01,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-09-plaintext-secret,0,0.75,5.9,45.35,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-09-plaintext-secret,1,0.75,5.92,34.59,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-09-plaintext-secret,2,0.75,5.96,29.51,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-09-plaintext-secret,3,0.75,5.86,44.32,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-09-plaintext-secret,4,0.75,5.96,30.16,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-10-ingress-no-auth,0,1.0,5.84,48.81,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-10-ingress-no-auth,1,1.0,5.85,38.05,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-10-ingress-no-auth,2,1.0,5.84,40.21,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-10-ingress-no-auth,3,1.0,5.85,39.29,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-10-ingress-no-auth,4,1.0,5.82,44.12,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-11-privileged-container,0,1.0,5.93,43.25,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-11-privileged-container,1,1.0,5.83,55.32,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-11-privileged-container,2,1.0,5.93,38.05,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-11-privileged-container,3,1.0,5.83,57.08,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-11-privileged-container,4,1.0,5.95,35.41,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-12-broad-rbac,0,1.0,5.82,66.7,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-12-broad-rbac,1,1.0,5.88,46.55,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-12-broad-rbac,2,1.0,5.8,61.15,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-12-broad-rbac,3,1.0,5.84,54.72,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-12-broad-rbac,4,1.0,5.67,88.86,False,length
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-13-latest-tag,0,1.0,6.11,30.83,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-13-latest-tag,1,1.0,6.1,26.21,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-13-latest-tag,2,1.0,6.12,23.3,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-13-latest-tag,3,1.0,6.11,24.01,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,secure-13-latest-tag,4,1.0,6.09,25.74,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-14-disk-fill-predict,0,1.0,5.69,76.88,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-14-disk-fill-predict,1,1.0,5.77,48.27,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-14-disk-fill-predict,2,0.5,5.87,31.63,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-14-disk-fill-predict,3,0.5,5.78,48.42,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-14-disk-fill-predict,4,0.75,5.84,35.37,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-15-pvc-pressure,0,1.0,6.02,31.51,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-15-pvc-pressure,1,1.0,5.86,48.88,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-15-pvc-pressure,2,1.0,6.01,27.11,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-15-pvc-pressure,3,1.0,5.94,35.45,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-15-pvc-pressure,4,1.0,6.0,26.6,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-16-smart-prefail,0,1.0,5.97,37.23,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-16-smart-prefail,1,1.0,5.98,25.35,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-16-smart-prefail,2,1.0,5.94,31.05,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-16-smart-prefail,3,1.0,5.95,29.34,False,stop
